"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"str_cfgmagazines_ammo_new_545x39bp1","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм БП. Используется в некоторых винтовках.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.","5.45x39mm BP Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_545x39bs0","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds","Патроны 5,45x39 мм БС","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds","5.45x39mm BS Rounds",
"str_cfgmagazines_ammo_new_545x39bs1","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм БС. Используется в некоторых винтовках.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.","5.45x39mm BS Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_545x39bt0","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds","Патроны 5,45x39 мм БТ","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds","5.45x39mm BT Rounds",
"str_cfgmagazines_ammo_new_545x39bt1","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм БТ. Используется в некоторых винтовках.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.","5.45x39mm BT Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_545x39pp0","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds","Патроны 5,45x39 мм ПП","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds","5.45x39mm PP Rounds",
"str_cfgmagazines_ammo_new_545x39pp1","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм ПП. Используется в некоторых винтовках.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.","5.45x39mm PP Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_545x39prs0","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","Патроны 5,45x39 мм ПРС","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds","5.45x39mm PRS Rounds",
"str_cfgmagazines_ammo_new_545x39prs1","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм ПРС. Используется в некоторых винтовках.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.","5.45x39mm PRS Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_545x39ps0","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds","Патроны 5,45x39 мм ПС","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds","5.45x39mm PS Rounds",
"str_cfgmagazines_ammo_new_545x39ps1","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм ПС. Используется в некоторых винтовках.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.","5.45x39mm PS Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_545x39t0","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds","Патроны 5,45x39 мм Т","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds","5.45x39mm T Rounds",
"str_cfgmagazines_ammo_new_545x39t1","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм Т. Используется в некоторых винтовках.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.","5.45x39mm T Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_545x39us0","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds","Патроны 5,45x39 мм УС","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds","5.45x39mm US Rounds",
"str_cfgmagazines_ammo_new_545x39us1","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм УС. Используется в некоторых винтовках.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.","5.45x39mm US Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_545x39imbalanced0","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","Патроны 5,45x39 мм Imbalanced","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds","5.45x39mm Imbalanced Rounds",
"str_cfgmagazines_ammo_new_545x39imbalanced1","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","Промежуточный патрон 5,45x39 мм Imbalanced. Используется в некоторых винтовках.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.","5.45x39mm Imbalanced Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_556x45m8550","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","Патроны 5,56x45 мм M855","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds","5.56x45mm M855 Rounds",
"str_cfgmagazines_ammo_new_556x45m8551","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","Промежуточный патрон 5,56x45 мм M855. Используется в некоторых винтовках.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.","5.56x45mm M855 Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_556x45m855a10","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","Патроны 5,56x45 мм M855A1","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds","5.56x45mm M855A1 Rounds",
"str_cfgmagazines_ammo_new_556x45m855a11","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","Промежуточный патрон 5,56x45 мм M855A1. Используется в некоторых винтовках.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.","5.56x45mm M855A1 Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_556x45m8560","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","Патроны 5,56x45 мм M856","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds","5.56x45mm M856 Rounds",
"str_cfgmagazines_ammo_new_556x45m8561","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","Промежуточный патрон 5,56x45 мм M856. Используется в некоторых винтовках.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.","5.56x45mm M856 Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_556x45m856a10","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","Патроны 5,56x45 мм M856A1","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds","5.56x45mm M856A1 Rounds",
"str_cfgmagazines_ammo_new_556x45m856a11","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","Промежуточный патрон 5,56x45 мм M856A1. Используется в некоторых винтовках.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.","5.56x45mm M856A1 Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_556x45m9950","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","Патроны 5,56x45 мм M995","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds","5.56x45mm M995 Rounds",
"str_cfgmagazines_ammo_new_556x45m9951","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","Промежуточный патрон 5,56x45 мм M995. Используется в некоторых винтовках.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.","5.56x45mm M995 Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_556x45mk2550","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","Патроны 5,56x45 мм Mk 255 Mod 0","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds","5.56x45mm Mk 255 Mod 0 Rounds",
"str_cfgmagazines_ammo_new_556x45mk2551","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","Промежуточный патрон 5,56x45 мм Mk 255 Mod 0. Используется в некоторых винтовках.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.","5.56x45mm Mk 255 Mod 0 Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_556x4555fmj0","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","Патроны 5,56x45 мм 55 FMJ","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds","5.56x45mm 55 FMJ Rounds",
"str_cfgmagazines_ammo_new_556x4555fmj1","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","Промежуточный патрон 5,56x45 мм 55 FMJ. Используется в некоторых винтовках.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.","5.56x45mm 55 FMJ Rounds. Used in select rifles.",
"str_cfgmagazines_ammo_new_556x4555hp0","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","Патроны 5,56x45 мм 55 HP","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds","5.56x45mm 55 HP Rounds",
